hotel,count,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,0,6,2016,June,24,5,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0,1,Check-Out,2016/6/6
City Hotel,1,1,204,2016,October,41,7,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.3,0,0,Canceled,2016/3/19
City Hotel,1,0,1,2015,September,37,8,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,200.0,0,0,Check-Out,2015/9/10
City Hotel,1,1,116,2017,April,18,30,1,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,2,Canceled,2017/2/16
City Hotel,1,0,110,2017,April,17,28,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,0,Check-Out,2017/5/1
City Hotel,1,1,70,2016,June,25,15,0,2,2,0.0,0,HB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2016/6/8
City Hotel,1,1,55,2017,May,19,11,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,225.0,0,0,Canceled,2017/4/11
City Hotel,1,0,44,2017,January,2,14,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,0,Check-Out,2017/1/19
City Hotel,1,0,69,2016,April,17,23,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient-Party,107.95,0,0,Check-Out,2016/4/27
City Hotel,1,1,302,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,70,Transient,100.0,0,0,Canceled,2016/1/28
City Hotel,1,1,133,2017,April,16,19,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,100.0,0,0,Canceled,2017/2/9
City Hotel,1,0,5,2016,April,16,14,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.5,0,1,Check-Out,2016/4/18
City Hotel,1,1,468,2016,October,43,20,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,2,2015,October,41,9,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,,0,Contract,164.5,0,2,Check-Out,2015/10/11
City Hotel,1,0,149,2016,September,36,2,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.75,0,0,Check-Out,2016/9/5
City Hotel,1,1,26,2016,October,44,26,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,83.0,,0,Transient,118.5,0,0,Canceled,2016/10/13
City Hotel,1,0,0,2017,April,16,16,4,8,1,0.0,1,BB,BRA,Direct,Direct,0,0,0,D,D,2,No Deposit,,,0,Transient,133.0,0,0,Check-Out,2017/4/28
City Hotel,1,0,35,2017,April,14,4,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,120.0,0,2,Check-Out,2017/4/8
City Hotel,1,0,127,2017,July,30,24,1,4,3,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,282.5,0,1,Check-Out,2017/7/29
City Hotel,1,1,39,2016,April,17,20,1,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,0,Canceled,2016/4/5
City Hotel,1,0,86,2016,May,22,26,0,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,135.0,0,1,Check-Out,2016/5/29
City Hotel,1,1,280,2016,September,39,19,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,110.0,0,0,Canceled,2016/1/18
City Hotel,1,1,90,2017,April,15,9,2,3,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,136.8,0,2,Canceled,2017/3/9
City Hotel,1,0,292,2016,July,30,21,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0,Check-Out,2016/7/23
City Hotel,1,1,291,2016,August,34,19,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39.0,,0,Transient,115.0,0,0,Canceled,2016/2/23
City Hotel,1,0,58,2017,January,3,15,3,5,2,0.0,0,BB,CYP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,,25,Transient-Party,75.0,0,2,Check-Out,2017/1/23
City Hotel,1,0,56,2016,March,13,20,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,133.1,1,3,Check-Out,2016/3/25
City Hotel,1,1,49,2017,July,27,8,0,1,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,1,Canceled,2017/5/25
City Hotel,1,1,120,2017,January,4,23,1,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.56,0,0,Canceled,2016/9/25
City Hotel,1,0,17,2016,October,41,3,1,2,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016/10/6
City Hotel,1,1,97,2017,February,7,14,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Canceled,2017/1/26
City Hotel,1,0,259,2016,September,39,21,0,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,3.0,,0,Transient-Party,91.0,0,0,Check-Out,2016/9/22
City Hotel,1,1,29,2017,May,21,21,2,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,2,Canceled,2017/5/19
City Hotel,1,0,75,2017,May,21,21,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,123.12,0,0,Check-Out,2017/5/23
City Hotel,1,1,36,2016,April,14,1,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.4,0,0,Canceled,2016/3/26
City Hotel,1,0,146,2016,August,33,11,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,186.3,0,0,Check-Out,2016/8/13
City Hotel,1,0,0,2015,August,32,7,0,2,2,0.0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,81.0,0,2,Check-Out,2015/8/9
City Hotel,1,0,2,2016,June,25,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No Deposit,,219.0,0,Transient,119.0,1,1,Check-Out,2016/6/16
City Hotel,1,0,11,2017,June,23,7,0,1,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,230.0,0,0,Check-Out,2017/6/8
City Hotel,1,0,59,2016,May,20,14,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,2016/5/19
City Hotel,1,1,183,2017,June,23,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,120.0,0,0,Canceled,2016/12/7
City Hotel,1,0,200,2016,September,39,19,1,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,161.1,0,2,Check-Out,2016/9/22
City Hotel,1,1,87,2017,May,22,30,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.67,0,0,Canceled,2017/3/8
City Hotel,1,0,48,2017,April,16,16,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Check-Out,2017/4/19
City Hotel,1,0,29,2015,December,49,4,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,183.67,0,1,Check-Out,2015/12/7
City Hotel,1,0,95,2016,April,16,14,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,65.83,0,1,Check-Out,2016/4/15
City Hotel,1,0,377,2016,October,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016/10/16
City Hotel,1,1,158,2017,April,16,21,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,2016/12/16
City Hotel,1,0,1,2015,August,33,10,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,0,Check-Out,2015/8/14
City Hotel,1,1,311,2015,August,35,24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,0,4,2016,September,39,19,1,3,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,,0,Transient,181.79,0,0,Check-Out,2016/9/23
City Hotel,1,0,103,2017,August,33,17,2,5,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,22.0,,0,Transient,109.65,0,1,Check-Out,2017/8/24
City Hotel,1,0,35,2015,December,52,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,97.0,0,1,Check-Out,2015/12/27
City Hotel,1,1,163,2016,September,40,28,1,4,2,2.0,0,BB,EST,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,187.28,0,0,Canceled,2016/5/27
City Hotel,1,0,5,2015,October,43,20,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,2,6,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015/10/22
City Hotel,1,0,88,2016,May,19,2,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27.0,,0,Transient,80.75,0,0,Check-Out,2016/5/5
City Hotel,1,0,11,2016,January,4,21,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,2016/1/25
City Hotel,1,0,54,2016,November,47,16,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.93,0,1,Check-Out,2016/11/19
City Hotel,1,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,91,Transient,101.0,0,0,Canceled,2015/11/4
City Hotel,1,0,101,2017,May,19,12,1,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,147.0,0,1,Check-Out,2017/5/15
City Hotel,1,0,201,2017,July,30,24,1,0,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,2,No Deposit,14.0,,0,Transient,181.5,1,2,Check-Out,2017/7/25
City Hotel,1,0,286,2017,March,9,4,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,63.06,0,1,Check-Out,2017/3/7
City Hotel,1,0,40,2017,April,17,25,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,174.0,0,2,Check-Out,2017/4/28
City Hotel,1,0,0,2016,May,21,17,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,,0,Transient,0.0,0,0,Check-Out,2016/5/17
City Hotel,1,0,8,2017,February,7,14,0,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0,Check-Out,2017/2/15
City Hotel,1,0,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,82.0,,0,Transient-Party,90.0,0,1,Check-Out,2015/10/9
City Hotel,1,1,337,2015,September,38,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/6
City Hotel,1,1,331,2017,August,31,1,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,91.58,0,1,Canceled,2017/3/11
City Hotel,1,1,214,2017,July,28,11,2,6,2,0.0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,1,Canceled,2017/4/20
City Hotel,1,1,272,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014/10/17
City Hotel,1,0,31,2016,June,23,2,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,3.0,,0,Transient-Party,100.0,0,0,Check-Out,2016/6/4
City Hotel,1,0,14,2016,October,43,22,1,1,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,168.25,0,1,Check-Out,2016/10/24
City Hotel,1,0,6,2016,January,3,12,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,1,1,Check-Out,2016/1/13
City Hotel,1,0,181,2016,July,31,25,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,85.5,0,0,Check-Out,2016/7/28
City Hotel,1,1,291,2016,August,34,19,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39.0,,0,Transient,115.0,0,0,Canceled,2016/2/23
City Hotel,1,0,151,2017,March,12,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,0,Check-Out,2017/3/22
City Hotel,1,0,27,2016,January,4,19,1,5,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,122.0,0,0,Check-Out,2016/1/25
City Hotel,1,0,50,2016,October,43,18,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,124.0,0,1,Check-Out,2016/10/23
City Hotel,1,1,95,2016,May,22,22,2,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,141.32,0,1,Canceled,2016/2/22
City Hotel,1,0,45,2017,April,17,24,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,108.0,0,0,Check-Out,2017/4/26
City Hotel,1,1,213,2016,September,39,19,3,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,0,Canceled,2016/4/23
City Hotel,1,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016/4/4
City Hotel,1,0,24,2017,January,4,28,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.5,0,1,Check-Out,2017/1/29
City Hotel,1,1,302,2016,May,19,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,1,325,2015,September,37,7,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,0,25,2015,November,46,10,2,5,2,0.0,0,BB,HRV,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,1,Check-Out,2015/11/17
City Hotel,1,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0,Canceled,2016/9/6
City Hotel,1,1,218,2017,June,23,8,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016/11/9
City Hotel,1,1,22,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,140.0,0,0,Canceled,2016/4/28
City Hotel,1,0,194,2017,August,35,31,0,3,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,2017/9/3
City Hotel,1,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/2
City Hotel,1,0,37,2016,March,13,24,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,138.15,0,2,Check-Out,2016/3/26
City Hotel,1,0,0,2015,August,34,19,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,106.0,0,2,Check-Out,2015/8/20
City Hotel,1,0,48,2017,January,4,28,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Check-Out,2017/1/29
City Hotel,1,0,2,2015,September,40,30,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,112.2,0,0,Check-Out,2015/10/1
City Hotel,1,0,45,2015,October,43,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,94.5,0,2,Check-Out,2015/10/21
City Hotel,1,0,200,2015,October,40,2,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,89.25,0,1,Check-Out,2015/10/5
City Hotel,1,0,291,2016,September,39,21,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,3.0,,44,Transient-Party,117.0,0,1,Check-Out,2016/9/22
City Hotel,1,1,109,2016,October,42,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016/10/7
City Hotel,1,0,9,2016,December,50,9,2,2,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.88,0,2,Check-Out,2016/12/13
City Hotel,1,0,75,2015,December,53,27,2,5,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.81,0,1,Check-Out,2016/1/3
City Hotel,1,0,31,2017,February,6,10,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,90.1,0,1,Check-Out,2017/2/17
City Hotel,1,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,2016/12/7
City Hotel,1,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016/12/9
City Hotel,1,0,0,2017,July,30,25,0,2,1,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient,140.0,0,0,Check-Out,2017/7/27
City Hotel,1,1,23,2017,February,8,25,4,11,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.0,0,0,Canceled,2017/2/9
City Hotel,1,0,210,2017,May,18,1,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,2017/5/5
City Hotel,1,1,323,2016,May,22,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,1,78,2016,November,46,12,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.63,0,2,Canceled,2016/9/20
City Hotel,1,1,179,2017,May,18,6,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,17,Transient,80.0,0,0,Canceled,2016/12/9
City Hotel,1,1,110,2016,October,42,12,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016/10/7
City Hotel,1,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017/7/6
City Hotel,1,0,0,2016,May,21,17,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6.0,,0,Transient,0.0,0,0,Check-Out,2016/5/17
City Hotel,1,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,0,2,2016,July,28,3,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016/7/5
City Hotel,1,0,49,2017,July,30,23,2,0,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,168.5,0,1,Check-Out,2017/7/25
City Hotel,1,1,206,2016,September,39,23,2,3,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.77,0,0,Canceled,2016/3/1
City Hotel,1,1,30,2016,June,23,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,235.0,,0,Transient,140.0,0,0,Canceled,2016/5/3
City Hotel,1,0,0,2016,June,24,8,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,148.0,1,2,Check-Out,2016/6/9
City Hotel,1,1,293,2015,August,32,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,1,162,2017,August,33,19,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,140.0,0,0,Canceled,2017/3/21
City Hotel,1,1,143,2016,September,39,21,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0,2,Canceled,2016/9/19
City Hotel,1,0,0,2016,June,27,26,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,105.3,0,0,Check-Out,2016/6/27
City Hotel,1,0,138,2016,April,16,13,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,1,Check-Out,2016/4/14
City Hotel,1,1,66,2017,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2017/2/2
City Hotel,1,1,157,2017,May,18,1,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,130.0,0,0,Canceled,2016/11/25
City Hotel,1,0,4,2016,March,11,12,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,107.0,0,1,Check-Out,2016/3/15
City Hotel,1,1,76,2017,March,12,24,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.2,0,1,Canceled,2017/1/9
City Hotel,1,0,188,2017,June,26,29,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.7,0,1,Check-Out,2017/7/2
City Hotel,1,0,63,2016,November,47,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,88.4,0,2,Check-Out,2016/11/21
City Hotel,1,1,170,2016,August,34,15,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,1,Canceled,2016/7/10
City Hotel,1,1,161,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,,0,Transient,120.0,0,0,Canceled,2016/11/25
City Hotel,1,0,20,2016,October,43,16,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016/10/18
City Hotel,1,1,237,2016,October,43,17,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,90.95,0,2,Canceled,2016/9/11
City Hotel,1,1,113,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015/12/18
City Hotel,1,0,144,2017,August,31,5,2,5,3,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,394.0,,0,Transient,164.1,0,1,Check-Out,2017/8/12
